Test_ID,input_support_score
TST-0278,0.425520293919681
TST-0006,0.39535230691350653
TST-0047,0.21979215607033484
TST-0311,0.43218389494322756
TST-0264,0.5333195955511543
TST-0169,0.4301018440396367
TST-0269,0.3725114395745259
TST-0178,0.333727351533471
TST-0206,0.35017448311493427
TST-0038,0.4179559826293543
TST-0213,0.35443712486815204
TST-0309,0.3045653092662134
TST-0059,0.3461646683546437
TST-0159,0.45162285436517724
TST-0235,0.3949738607963502
TST-0230,0.31299780346955863
TST-0323,0.2539803579604819
TST-0262,0.36820281740269184
TST-0274,0.27667233428111043
TST-0214,0.3304220055489286
TST-0024,0.39280807071940904
TST-0234,0.3418133155711315
TST-0333,0.3300625434147454
TST-0060,0.31011015028899713
TST-0226,0.32326763870192654
TST-0197,0.30562009512834626
TST-0346,0.31007056452904
TST-0192,0.30707463959105674
TST-0141,0.44658406682340734
TST-0222,0.41692251941453484
TST-0232,0.3518057220852786
TST-0085,0.3740262278924469
TST-0237,0.347085234334859
TST-0001,0.3020082673745263
TST-0069,0.3321356353374086
TST-0272,0.3084366520477876
TST-0343,0.28929212275883937
TST-0320,0.3566943141880022
TST-0008,0.374330430907262
TST-0144,0.2572212296730211
TST-0184,0.4292936001424034
TST-0107,0.2228002820266384
TST-0026,0.3994970798760021
TST-0164,0.383064913171315
TST-0217,0.2451350826281624
TST-0332,0.35827646391761886
TST-0279,0.38180437635901554
TST-0243,0.35065107883123253
TST-0163,0.6149222626748929
TST-0131,0.3029421635772985
TST-0070,0.3177471223947155
TST-0137,0.5087110968258098
TST-0210,0.42895505217633945
TST-0288,0.30587017849139375
TST-0248,0.34316382634868187
TST-0277,0.46939530669344026
TST-0215,0.4030022351560023
TST-0138,0.33155663303373184
TST-0228,0.44469641006683003
TST-0252,0.325128739201803
TST-0205,0.3216575285156568
TST-0348,0.48650784945645403
TST-0177,0.29208706573828036
TST-0267,0.35503654367140747
TST-0308,0.30363226423190737
TST-0087,0.2604472830923303
TST-0117,0.4370650250230041
TST-0014,0.30556362575075335
TST-0154,0.2871059400233015
TST-0207,0.3148918711317604
TST-0187,0.37331918588958923
TST-0236,0.37380555120119
TST-0283,0.39325204449548723
TST-0089,0.3908759968158857
TST-0202,0.35883623749662824
TST-0160,0.306278491300024
TST-0036,0.4353196792853963
TST-0275,0.3679142963531696
TST-0023,0.3725397410355438
TST-0091,0.37899093080499563
TST-0151,0.3592323633126542
TST-0310,0.3968769845378346
TST-0239,0.3030865840365716
TST-0331,0.42067501039322286
TST-0316,0.2981856225371223
TST-0338,0.28649539372815475
TST-0019,0.3927915309154254
TST-0168,0.32555667761524615
TST-0007,0.36241460632827194
TST-0211,0.34017588797625936
TST-0016,0.2994882326873469
TST-0027,0.274084881418941
TST-0031,0.3663321566437018
TST-0249,0.42530825638579706
TST-0011,0.39685630366477165
TST-0080,0.3108104651089554
TST-0121,0.30974967007362136
TST-0266,0.2902982391977442
TST-0198,0.2945372665202318
TST-0067,0.3330764517928878
TST-0102,0.3106996156744761
TST-0005,0.32539902091799927
TST-0003,0.2938280643264122
TST-0132,0.2337755396624047
TST-0029,0.49108432347193587
TST-0221,0.26261761754484453
TST-0099,0.35215144730261094
TST-0062,0.34341380012050743
TST-0095,0.40378146349145966
TST-0126,0.3973935248593691
TST-0034,0.3294682800298643
TST-0103,0.35443701723560345
TST-0245,0.5196801790229771
TST-0058,0.2915716477348584
TST-0065,0.5580084917768614
TST-0086,0.31688077556837424
TST-0342,0.2722037907917159
TST-0335,0.3505294435341017
TST-0180,0.3736288658742085
TST-0294,0.48030738396394185
TST-0072,0.3073864051632344
TST-0315,0.31916414395440357
TST-0182,0.2934934383372025
TST-0200,0.30692901931042826
TST-0030,0.40776094649812794
TST-0193,0.4506092368889904
TST-0231,0.3519054986540088
TST-0128,0.3852852004553213
TST-0165,0.3666191689253822
TST-0074,0.30836457545128854
TST-0004,0.4764226353838366
TST-0157,0.35003757878702285
TST-0143,0.5253912780768071
TST-0179,0.3175076193179714
TST-0075,0.3240536633791478
TST-0233,0.322024474185509
TST-0111,0.6507699972265698
TST-0350,0.3439609498645614
TST-0122,0.4367198308088068
TST-0076,0.33993888010774503
TST-0304,0.4900192904839117
TST-0190,0.3318152781495979
TST-0061,0.3764039198624134
TST-0009,0.31153199498264217
TST-0194,0.32008147648819635
TST-0156,0.3295933274803769
TST-0088,0.3822820690325073
TST-0256,0.3288831564485385
TST-0329,0.30135397441845996
TST-0219,0.36152062675879476
TST-0306,0.33257659189737576
TST-0324,0.32283183590976733
TST-0113,0.3097902415263198
TST-0135,0.3084414454184949
TST-0339,0.31990129359067637
TST-0260,0.49826554598863126
TST-0195,0.2336907471362725
TST-0286,0.5055570541725017
TST-0015,0.3025326034922784
TST-0263,0.2531824587845511
TST-0147,0.5629935900211354
TST-0002,0.3436934075771646
TST-0114,0.3637408058664994
TST-0271,0.36398583570253473
TST-0223,0.33975805463757075
TST-0344,0.3619326805296492
TST-0183,0.4506521041380053
TST-0327,0.3336170579601772
TST-0250,0.2949810777049504
TST-0185,0.4035958932136924
TST-0242,0.364187215180347
TST-0158,0.2589287313411675
TST-0078,0.3567976178625875
TST-0120,0.30990302308981266
TST-0093,0.30303845838292487
TST-0051,0.3709089214381896
TST-0010,0.28387097294873004
TST-0013,0.26111177686865555
TST-0049,0.32349200518921944
TST-0041,0.3048812906564953
TST-0055,0.3704509112944822
TST-0012,0.37100294360095787
TST-0127,0.357411994666523
TST-0225,0.390990186533039
TST-0050,0.25719218645621933
TST-0172,0.3101311733549224
TST-0079,0.4106882256402465
TST-0046,0.36779368744806096
TST-0325,0.31779590976440464
TST-0280,0.34867128211738035
TST-0140,0.35598330797249866
TST-0244,0.31916414395440357
TST-0203,0.3809550445529983
TST-0238,0.3476216272087029
TST-0092,0.3010331336033408
TST-0307,0.3150372320580173
TST-0176,0.27341422247680797
TST-0115,0.31896135506111556
TST-0028,0.4709950071790049
TST-0317,0.39948138482999385
TST-0251,0.31614431280111244
TST-0301,0.3105015130449329
TST-0116,0.3160681355466366
TST-0056,0.2773215703767238
TST-0166,0.40787249074397697
TST-0247,0.4712476183278082
TST-0291,0.36157247123197006
TST-0167,0.3482755308667985
TST-0313,0.3052137020242662
TST-0105,0.3198529491365605
TST-0104,0.42061201345360916
TST-0045,0.36655971816717
TST-0289,0.27886534888662295
TST-0048,0.5602371575691013
TST-0110,0.5025629565059172
TST-0037,0.3704917789287862
TST-0305,0.3240872697824801
TST-0240,0.34485881171246435
TST-0155,0.3610097022002951
TST-0119,0.32580952744348235
TST-0295,0.40471054458205113
TST-0229,0.3831467180820208
TST-0106,0.38025610233347623
TST-0052,0.3239930468837692
TST-0276,0.2783600507899223
TST-0216,0.46999676184474326
TST-0208,0.30912652557130427
TST-0188,0.34631548580466526
TST-0145,0.3464089967870077
TST-0039,0.3363422121432238
TST-0173,0.4406231196469219
TST-0082,0.4837142117472929
TST-0296,0.3341643920294821
TST-0297,0.24586774340145276
TST-0125,0.4167572566834029
TST-0199,0.39127458805814075
TST-0330,0.3544291765670546
TST-0133,0.31341865483320824
TST-0175,0.5165337568137491
TST-0270,0.3842329895548145
TST-0255,0.37385100310167546
TST-0025,0.3260785397088022
TST-0073,0.292972832992289
TST-0077,0.3986782923153631
TST-0293,0.3287545244425292
TST-0212,0.4157568626264982
TST-0081,0.29503921214323675
TST-0328,0.2957443203932942
TST-0290,0.27453690449932217
TST-0337,0.36001144810887925
TST-0171,0.29648226653398385
TST-0057,0.3749190833599481
TST-0284,0.5279357307895514
TST-0063,0.45664095250263137
TST-0022,0.3693492370293669
TST-0044,0.3648718429547138
TST-0035,0.3805197279089704
TST-0258,0.34811523167359376
TST-0334,0.3050037143679829
TST-0018,0.34800283233548246
TST-0321,0.28576810493959637
TST-0282,0.32980318857112345
TST-0142,0.3720384420051082
TST-0312,0.3475708763118282
TST-0101,0.2804436282742189
TST-0134,0.30800337963637087
TST-0287,0.3352989701945481
TST-0153,0.3466419137863825
TST-0299,0.32751209015312543
TST-0204,0.3108104651089554
TST-0090,0.32305789042235117
TST-0186,0.36711376100910786
TST-0209,0.33347834834121765
TST-0130,0.2538363287977059
TST-0224,0.2987048391135482
TST-0302,0.24862086906783468
TST-0118,0.39310827616668276
TST-0292,0.47406097868922026
TST-0345,0.46939530669344026
TST-0108,0.2331231719119584
TST-0071,0.364003826853045
TST-0053,0.3838101577154362
TST-0273,0.47071388021311933
TST-0300,0.2826486662713372
TST-0148,0.4176526459201382
TST-0347,0.34441109027354905
TST-0146,0.3666191689253822
TST-0241,0.3499074418308776
TST-0096,0.31431759832119754
TST-0220,0.3095325421565694
TST-0174,0.3537268982466991
TST-0246,0.37646756095221984
TST-0136,0.35133758448209884
TST-0109,0.4293353992900725
TST-0040,0.2994508052957331
TST-0043,0.3383794789854865
TST-0181,0.3584915441204677
TST-0268,0.37997825762092924
TST-0253,0.31213713616722305
TST-0017,0.3577133053861095
TST-0201,0.3364806485130293
TST-0129,0.39085425251796396
TST-0068,0.33597200165783
TST-0161,0.3257933838943069
TST-0298,0.6615746836173663
TST-0094,0.26908466124791264
TST-0336,0.49380475116347883
TST-0149,0.36660758858051834
TST-0191,0.3871275554743462
TST-0032,0.2710010165975886
TST-0054,0.3468644960584229
TST-0349,0.26202854172738643
TST-0100,0.3572862415167133
TST-0162,0.47712749452207975
TST-0326,0.3734967190673472
TST-0340,0.35699885849165447
TST-0319,0.33794782192372697
TST-0064,0.3016189314816466
TST-0259,0.4390927355454977
TST-0066,0.40042586613132697
TST-0123,0.337890045409861
TST-0218,0.3982856277955214
TST-0261,0.43452035525639127
TST-0196,0.35507252534113143
TST-0281,0.2851193351264807
TST-0303,0.361834551633563
TST-0254,0.34173663586054265
TST-0322,0.3576056809075823
TST-0139,0.29657461936147683
TST-0257,0.29504460041127717
TST-0033,0.3666516828588877
TST-0112,0.3704892272776413
TST-0021,0.36440785895294237
TST-0083,0.3851656175361717
TST-0150,0.2833448642813263
TST-0265,0.44972020654311895
TST-0227,0.3835244099466501
TST-0170,0.47620743427351575
TST-0318,0.24667648074851045
TST-0097,0.3471225786979002
TST-0152,0.44335899965352166
TST-0084,0.26594529156677443
TST-0124,0.255534757611316
TST-0098,0.462733265992297
TST-0341,0.3931710103763357
TST-0042,0.34843342518616277
TST-0189,0.37204441512290004
TST-0285,0.3286142251602047
TST-0020,0.3449620055170628
TST-0314,0.2850561796884166
